OperatorInfo;UsageTypeTitle;AddressInfo/Title;AddressInfo1;AddressInfo2;AddressInfo/Latitude;AddressInfo/Longitude;NumberOfPoints;ConnectionType;ConnectionAmps;ConnectionVoltage;ConnectionPowerKW
LIVE Barcelona;Public - Membership Required;B:SM 58 - Tarradelles-SarriÃ ;Avinguda  de Josep Tarradellas, 139;;4.13901E+15;2.14323E+15;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 49 - Sant Rafael;Carrer de Sant Rafael, 15;;413693601;2.10558E+16;4;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 57 - PlaÃ§a GalÂ·la PlacÃ­dia;PlaÃ§a de GalÂ·la PlacÃ­dia, 2;;41398969;2153493;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 56 - PlaÃ§a del Sol;PlaÃ§a del Sol, 5;;41401478;2156578;1;CEE 7/4 - Schuko - Type F;16;;
GIC;Public - Membership Required;GIC - Paseo de la Castellana 259;Paseo de la Castellana, 259;;404759108;-3.68801E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Private - For Staff, Visitors or Customers;Av. de la Estación;Carrer de Valencia, 25;;384270309;-3.96257E+14;1;CEE 7/4 - Schuko - Type F;16;230;3.7
sofos;Public - Notice Required;PolÃ­gon CIM, Els Frares;Vial Lleida;;416124011;6.13694E+14;2;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);(Unknown);IBIL - Parque Tecnológico Alava;Albert Einstein Kalea, 25;;429105839;-26685787;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Private - For Staff, Visitors or Customers;Mercolleida;Avinguda de Tortosa, 4;;416192746;6.36889E+14;2;CEE 7/4 - Schuko - Type F;;;
Amersam;Public - Membership Required;Ã€rea Riera Miró;Riera d'Aragó;;411533467;1.11221E+14;2;CHAdeMO;100;400;40
Amersam;Public - Membership Required;Parking Sant Ferran;Carrer de Sant Ferran;;411592719;1.10248E+16;2;Mennekes (Type 2);16;230;3.6
Tesla Motors (Worldwide);Public - Membership Required;Supercargador Tesla Tarragona;Extrarradio Reste Poligon, 111;;4113364;1.16903E+14;2;Tesla Supercharger;;;120
(Unknown Operator);Public - Membership Required;Es Pujols;Av de Miramar, 74;;38722631;145718;2;CEE 7/4 - Schuko - Type F;16;230;3.4
(Unknown Operator);Public - Membership Required;Girona - Pl. Catalunya;Plaza de CataluÃ±a, 14;;419813161;2.82387E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Vara de Rei - Ajuntament d'Eivissa;Passeig Vara de Rey, 17;;389086742;1.43293E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Pay At Location;Josep Maria Bohigas;Carrer Josep Maria Bohigas, 11;;421188702;2.76387E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Ajuntament de Ripoll;PlaÃ§a Ajuntament, 3;Monestir Square;4.22006E+15;2.19071E+15;2;CEE 3 Pin;;;
(Unknown Operator);Public - Membership Required;Ripoll;Carrer del Doctor Raguer, 2;;422009054;2.19108E+14;2;Mennekes (Type 2);;;
(Unknown Operator);Public - Notice Required;Aparcament MilÂ·lenari;Carrer Ã€ngel GuimerÃ , 4;;413834395;2.07962E+14;1;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Sabadell Eix Macia;Eix MaciÃ , 56;;4.15538E+16;2.09801E+15;2;Europlug 2-Pin (CEE 7/16);13;230;3
(Unknown Operator);Public - Membership Required;PlaÃ§a del Progres (moto);PlaÃ§a del Progrés, 42-43;;415602696;2.00635E+14;3;CEE 7/4 - Schuko - Type F;;;
LIVE Barcelona;Public - Membership Required;Travessera de les Corts - Aristides Maillol - LC026;N-340;;4.13779E+14;2.12115E+14;2;CEE 7/4 - Schuko - Type F;;;
LIVE Barcelona;Public - Membership Required;Passeig de Salvat Papasseit;Passeig de Salvat Papasseit, 13-17;;413816961;2.1918E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Sant AdriÃ  - QC002;Carrer de Sant AdriÃ , 20-24;;4143373;2.19078E+14;2;Mennekes (Type 2);32;230;7.36
LIVE Barcelona;Public - Membership Required;Ausias March - LC004;Carrer d'AusiÃ s March, 120;;415252789;2123831;2;;;;
(Unknown Operator);Public - Membership Required;Pobla de Lillet - LC010;Carrer de FÃ­gols, 2-6;;41381258;21291817;2;CEE 7/4 - Schuko - Type F;;;
Endesa;Private - For Staff, Visitors or Customers;Carrefour de Manresa;Carrer d'Alvar Alto, 14-16;;417215599;1.8438E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Private - For Staff, Visitors or Customers;Carrefour Terrassa;Autopista del Vallés;;4.15422E+15;2.04336E+16;2;CEE 7/4 - Schuko - Type F;;;
MobecPoint (Es);Public - Membership Required;Mobecpoint- Badalona;Avinguda de la Comunitat Europea, 77;;414601615;2.22915E+14;6;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;C/ RepÃºblica Dominicana - PotosÃ­ - LC031;Calle de la RepÃºblica Dominicana;;414406796;2.19725E+14;2;CEE 7/4 - Schuko - Type F;;;
LIVE Barcelona;Public - Membership Required;Foix, 86 - LC028;Av de José Vicente Foix, 82;;413943819;2.11312E+14;2;CEE 7/4 - Schuko - Type F;;;
LIVE Barcelona;Public - Membership Required;Carrer de Rosa Sensat,13 - LC032;Carrer de Rosa Sensat,13;;413915831;2.19584E+14;2;CEE 7/4 - Schuko - Type F;32;230;
LIVE Barcelona;Public - Membership Required;Av. ParalÂ·lel 40;Avenida del Paralelo, 40;;413748452;2.17256E+14;5;Mennekes (Type 2);;;7.3
(Unknown Operator);Public - Notice Required;Avinguda del Mercat Vic;Avinguda del Mercat, 6;;41927031;2.24663E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Notice Required;Estabanell Rec 28;Carrer Rec, 28;;416096613;2.28511E+14;2;CEE 7/4 - Schuko - Type F;16;230;4
Estabanell Energia;Public - Notice Required;Estabanell Energia;Carretera Manresa, 5;;418495117;2.22655E+14;2;CEE 7/4 - Schuko - Type F;16;230;16
(Unknown Operator);Private - For Staff, Visitors or Customers;Aparcament Cal Llobet - Selba;Carrer Roger de Flor, 11;;417814744;18366863;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Alella;Carretera Masnou-Granollers;;414874076;2.29963E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Cementiri Sant Andreu;Carrer dels Garrofers, 35-47;;414374163;2.17907E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Universitat de Vic;Carrer de Miramarges, 2;;419336129;2.24816E+14;2;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;Alfonso ComÃ­n (TRIO) FC004;PlaÃ§a d'Alfonso ComÃ­n, 15;;414147007;2.13672E+14;3;CHAdeMO;;;50
LIVE Barcelona;Public - Membership Required;Ronda de dalt - Canyelles (TRIO) FC006;Via FavÃ¨ncia, 21X;;414412431;2.16473E+14;3;Mennekes (Type 2);;;43
(Unknown Operator);Public - Membership Required;Via Augusta - Setze Jutges (TRIO) FC002;Via Augusta, 352;;414010683;2.12286E+14;3;Mennekes (Type 2);;;43
LIVE Barcelona;Public - Membership Required;Aparcamiento Mas Casanovas (TRIO) FC007;Carrer del Mas Casanovas, 111;;41414985;2.17344E+14;3;CHAdeMO;;;50
(Unknown Operator);Public - Membership Required;Parada Taxi Sant Andreu Arenal (TRIO) FC008;Avinguda Meridiana - Fabra i Puig;;414301839;2.18318E+14;3;CHAdeMO;;;50
Estabanell Energia;Public - Membership Required;La Garriga - Antic Safareig;Carretera Nova, 71;;416825948;2.28283E+14;1;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Campus Universitat Politécnica de Catalunya;Carrer de Jordi Girona, 4-20;;413871385;2.11279E+14;1;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Simón;Avinguda NÃºmero 1;;4.13397E+13;2.12644E+14;2;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;PlaÃ§a de la Vila;20. PlaÃ§a Espanya;;410745486;1.05274E+14;1;Mennekes (Type 2);10;230;2.3
(Unknown Operator);Public - Membership Required;4. Carrer Robert Gerhard;4. Carrer Robert Gerhard;;410648907;1.05757E+14;4;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Public - Membership Required;Circontrol;Carrer Longitudinal 1. 29. Zona Franca;;413294774;2.11609E+14;2;CEE 7/4 - Schuko - Type F;;;
LIVE Barcelona;Public - Membership Required;Av GaudÃ­ - Sagrada familia (TRIO) FC009;Carrer de ProvenÃ§a, 449;;414049777;21749532;3;Mennekes (Type 2);;;43
(Unknown Operator);Public - Membership Required;Hotel/Restaurant Sol i Vi;C-243a km. 4. 08739 Lavern, Barcelona, EspaÃ±a;;4.14018E+14;1.75765E+14;2;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;Lateral-Mar Diagonal (Aribau-Enric Granados);Avinguda Diagonal, 429;;413944544;2.15268E+14;4;CEE 7/4 - Schuko - Type F;;;
(Unknown Operator);Public - Membership Required;Lateral-Mar Diagonal (CÃ²rsega);Avinguda Diagonal, 387;;413962107;2.15923E+14;4;CEE 7/4 - Schuko - Type F;16;230;3.7
(Unknown Operator);Public - Membership Required;EdRR-Diagonal Aribau (TRIO) FC012;Avinguda Diagonal, 445;;413936646;2149179;3;SAE Combo (DC Fast Charge J1772);125;400;50
(Unknown Operator);Public - Membership Required;Lateral-Mar Diagonal (Casanova-Muntaner);Avinguda Diagonal, 449;;413935827;21489219;4;CEE 7/4 - Schuko - Type F;16;230;3
(Unknown Operator);Public - Membership Required;Ayuntamiento Montornes del Valles;Avinguda de la Llibertat, 4;;4154558;2.26667E+14;1;Unknown;;;
(Unknown Operator);Public - Membership Required;UPC Manresa;Universitat PolitÃ¨cnica de Catalunya, Escola PolitÃ¨cnica Superior d'Enginyeria de Manresa (EPSEM), Carrer de Bertran de Castellbell, 81;;417368057;1.82844E+14;1;Mennekes (Type 2);32;400;11
;Public - Membership Required;Lateral-Muntanya Diagonal 508 (Balmes-Tusset);Avinguda Diagonal, 508;;413953039;2.15369E+14;4;CEE 7/4 - Schuko - Type F;;;3
(Unknown Operator);;E-Torres;Carrer Font de Sant LlorenÃ§, 33;;413304009;1.68065E+14;4;Mennekes (Type 2);32;230;7
LIVE Barcelona;Public - Membership Required;Passeig de GrÃ cia (TRIO) FC010;Passeig de GrÃ cia, 5-7;;413883482;2.16911E+14;3;Mennekes (Type 2);;;43
Amersam;Public - Membership Required;Parking Passeig Prim;CamÃ­ de Riudoms;;411536057;1.10066E+14;2;Mennekes (Type 2);16;230;3.6
Amersam;Public - Membership Required;Parking Pastoreta;PlaÃ§a Pastoreta;;411500783;1.10521E+14;2;Mennekes (Type 2);32;230;7.4
Tesla Motors (Worldwide);Public;Tesla Girona Supercharger - Hotel Ibis Girona;Carrer de Francesc Ferrer i GironÃ¨s;;4.19983E+13;2.81723E+14;4;Tesla Supercharger;;;120
(Unknown Operator);Public - Membership Required;Sants Estació;Carrer de Viriat, 23;;413799955;21391364;2;Mennekes (Type 2);63;400;43
(Unknown Operator);Public;Carrer de CÃ¨sar Martorell;Carrer de CÃ¨sar Martorell;;414697958;2.08704E+14;2;Type I (AS 3112);16;220;
EV-Box;(Unknown);EV-BOX Torrefiel;Avenida de la Constitución 212;;386455148;-8.69868E+15;1;Mennekes (Type 2);;;5
(Business Owner at Location);Public;Avenida de la Mojarra;Avenida de la Mojarra;;3.71843E+14;-7.34292E+14;6;;;;
IBIL (Es);Public - Membership Required;Paseo Castellana 106;Paseo de la Castellana 106;;40445533;-3690724;1;Mennekes (Type 2);16;230;3.7
IBIL (Es);Public - Membership Required;Paseo Castellana 52;Paseo de la Castellana 52;;40435486;-3688116;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Paseo Castellana 160;Paseo de la Castellana 160;;40459978;-368904;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;San Bernardo 122;Calle San Bernardo 122;;40432228;-3704729;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Goya 123;Calle Goya, 123;;4.04245E+14;-3.67196E+14;1;CHAdeMO;;;50
IBIL (Es);Public - Membership Required;Alfonso XII, 2;Calle Alfonso XII, 2;;40419557;-3688938;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Chulapos;Calle Chulapos, 1;;40407403;-3720578;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Estación Servicio Cádiz;CTRA. PUERTO DE SANTA MARÃƒA-ROTA,3;;36598832;-6240205;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;Estación Servicio Sevilla;Avda. de Cuba S/N;;37352164;-6047491;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;Estación Servicio Repsol Zaragoza;Avenida Casablanca, 11;;41622869;-939128;1;CHAdeMO;130;380;50
IBIL (Es);Public - Membership Required;Estación Servicio Zuasti;Autopista A-15 (Tudela- Irurzun), Km. 102.5;;42861366;-1744042;1;CHAdeMO;;;
IBIL (Es);Public - Notice Required;EROSKI PAMPLONA;Calle Soto Aizoáin, 1-603 Pamplona;;428331459;-1.67912E+16;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Estación Servicio Donostia;C/Zarautz, 136;;43300882;-2002232;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;Parque Tec. Gipuzkoa;Paseo Mikeletegi 53;;43291601;-1985413;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Arcco Amara;Plaza de IrÃºn 6;;43305282;-1973914;2;Mennekes (Type 2);;;
IBIL (Es);Public - Notice Required;EROSKI HONDARRIBIA;Minasoroeta Kalea, 4;;43361583;-1793754;2;Mennekes (Type 2);32;380;11
IBIL (Es);Public - Membership Required;Estación Servicio Palencia;Avda. de Asturias, 38;;42025748;-4548834;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;EROSKI SALBURUA;Portal de Elorriaga, 17;;42849272;-2649537;2;Mennekes (Type 2);16;380;11
IBIL (Es);Public - Membership Required;Estación Servicio Gasteiz;C/ PORTAL DE ELORRIAGA, 17;;42849221;-26494677;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;Ayuntamiento Gasteiz (Artium);Prudencio MÃ‚Âª Verastegui 1;;42849159;-2666416;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Ayuntamiento Vitoria (Jose Mardones);C/ José Mardones, 19;;42848703;-2665578;3;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Ayuntamiento Gasteiz (Parking Iradier Arena);Manuel Iradier Kalea, 94;;42841;-26666;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Parque Tec. Alava;Albert Einstein 15;;4291121;-2666609;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;CIC ENERGIGUNE;Albert Einstein 48;Edificio CIC Parque Tecnológico Alava;42910961;-2668937;2;Europlug 2-Pin (CEE 7/16);;;
IBIL (Es);Public - Membership Required;EROSKI ONATI;C/ Arantzazuko Ama, 25;;43026855;-2409043;2;Mennekes (Type 2);;;
IBIL (Es);Public - Notice Required;EROSKI ARRASATE;Musakola Auzoa Auzoa, 11;;43071915;-2472951;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Polo Garaia;Goiru Kalea,1;;43062135;-2504542;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Zarautz;Araba Kalea 41;;43281402;-216392;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;EROSKI UROLA;Pol. Basterretxe, 2. Bajo 5;Urola;43172069;-230361;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Ayuntamiento Elgoibar (UBITARTE);Ubitarte plaza;Altzola;43213498;-2416841;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Eibar;Avenida Otaola, 5;;4318279;-2480759;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Abadino;Barrio Murueta s/n Parking Exterior;;43171645;-2617221;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Bolueta;Carretera Bilbao-Galdakao 20;;43248311;-2905264;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Bilbao Exhibition Centre (Publico);Euskadi Etorbidea, 174;Parking interior Planta- 1;43289171;-2991716;1;Mennekes (Type 2);16;380;11
IBIL (Es);Public - Membership Required;EROSKI MEGAPARK;Avda de la Ribera 1 (Retuerto);Parking Interior Planta -1.;43285559;-2995849;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Renault Leioa Berrri Auto SL;Avenida Iparraguirre 94;;43321515;-2981308;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Leioa;Ctra. La Avanzada, s/n Parking exterior;;43317622;-2974399;1;Mennekes (Type 2);;;
IBIL (Es);Public - Notice Required;Ayuntamiento Portugalete Parking Zubialde;Almirante Cristobal Mello Kalea, 2;;43323167;-3019806;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Ayuntamiento Portugalete Parking San Roque;C/ Gregorio Uzquiano, s/n;;43318069;-3021246;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Metro Leioa;Calle Sabino Arana, 3;;43318126;-2992554;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;EstaciÃƒÂ³n Servicio Barakaldo;Avda de la ribera S/N;;43293091;-3006481;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;Parque Tec. Bizkaia;PolÃ­gono Parque Tecnológico, 101;;4328966;-2859077;2;Mennekes (Type 2);16;230;11
IBIL (Es);Public - Membership Required;Ayuntamiento Lemoiz;Barrio Uriarte, 56;;43412134;-2902755;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Eroski Zalla;Barrio El Baular, 13 BIS;;4321031;-3125133;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;EstaciÃƒÂ³n Servicio Moncalian;AUTOVIA A-8. KM. 182 (BÃ‚Âª. AMBROSERO);;43411743;-3542807;1;CHAdeMO;;;
IBIL (Es);Public - Membership Required;Estación Servicio PumarÃ­Â­n;Avda. De la Constitución, 220.;;43522249;-568373;1;CHAdeMO;125;400;50
IBIL (Es);(Unknown);Estacion Servicio Valladolid;Camino Viejo de Simancas 46;La Rubia;41621556;-4.75625E+15;1;CHAdeMO;;;
IBIL (Es);(Unknown);Eroski Zamora;Calle de las Huertas de Arenales;San Blas PeÃ±a Trevinca;4.1515E+14;-5.74658E+14;2;Mennekes (Type 2);;;
IBIL (Es);(Unknown);Estacion de servicio Avenida Einstein;Avda. Einstein,5;;40544416;-361012;1;CHAdeMO;;;
IBIL (Es);(Unknown);Repsol Campus;Calle de Méndez Ãlvaro;Arganzuela;4.03979E+15;-3.68401E+14;11;Mennekes (Type 2);;;
IBIL (Es);(Unknown);Estacion Servicio Repsol Mostoles;Carretera Villaviciosa, 55. 28935 Móstoles, Madrid;PeÃ±aca;4.03341E+15;-3.88683E+16;1;CHAdeMO;;;
IBIL (Es);(Unknown);Talleres Clemente;Calle Cámara de la Industria 7;;4.03141E+16;-3.87163E+16;1;Mennekes (Type 2);;;
IBIL (Es);(Unknown);Eroski Segovia;Calle Guadarrama;Hontoria;4.09214E+15;-4.11202E+15;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Estacion Servicio Murcia;Calle Central;Murcia;3.80051E+14;-1.14553E+14;1;CHAdeMO;;;
IBIL (Es);(Unknown);Estación Servicio Museros;Carretera De Barcelona, Km 9.800;;39564151;-334236;1;CHAdeMO;;;
IBIL (Es);(Unknown);Estación Servicio Palma De Mallorca;Carrer de Cala Blanca 9;Son Cladera;39597223;2676287;1;CHAdeMO;;;
IBIL (Es);(Unknown);Renault Llucmajor;Ma-6020;;3.9484E+16;2.85134E+16;2;Mennekes (Type 2);;;
;;PÃ¨rgola FV, SVM;N-II, Crtra Sant VicenÃ§ de Montalt, P pÃ¨rgola FV;;4.15671E+14;2.52152E+14;;CEE 7/4 - Schuko - Type F;16;;
MobecPoint (Es);;MOBECPOINT-Institut GaudÃ­ Construcció;Avinguda Comunitat Europea;;4.14592E+14;2.22885E+14;;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);;IBIL-RACC;Av.Diagonal 695;;4.13827E+13;2.10638E+14;;CHAdeMO;;;
IBIL (Es);Public;REPSOL Esparraguera;Ctra. A-2. KM 581.5;;41527848;1880958;1;CHAdeMO;125;400;50
IBIL (Es);Public - Membership Required;IBIL- Baricentro;Ctra. N-150 Km. 6.7  (Pstg.Sagrera);;41508264;2138665;2;Mennekes (Type 2);;;
;Private - Restricted Access;Helectra- Distribuidor;Carrer de SolÃ­s , 45;;41541658913;2453139729;;;;;
;Public - Membership Required;Auditori Sant Cugat  (Oficina Sostenible);Avinguda Pla del Vinyet;;41469205901;2089698136;2;CEE 7/4 - Schuko - Type F;16;230;16
;Private - Restricted Access;Motogreencity;Carrer Mas Florit, 8;;41679881199;2778669306;;;;;
LIVE Barcelona;Public - Membership Required;B:SM 47 - Siracusa;Carrer de Siracusa, 39 - 51;;41401794;2160702;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 46 - Urgell;Carrer del Comte d'Urgell, 14;;41379559;216201;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 35 - Rius i Taulet;Av. de Rius i Taulet, 4-12;;41372299;2153134;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 2 - Avinguda GaudÃ­;Carrer de Cartagena, 319;;41411148;2174359;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 11 - Flos i Calcat;Carrer de Flos i Calcat, 2;;41389954;2128284;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 45 - Vilardell;Carrer de Vilardell, 20;;41374588;214287;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 7 - Ciutat del Teatre;Carrer de la FranÃ§a Xica, 35;;4137212;2156625;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 44 - Tarradelles-Nicaragua;Av. de Josep Tarradellas, 46;;41384087;2142749;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 8 - Concepció Arenal;Carrer de Concepción Arenal 156;;41426834;2184219;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 53 - Londres;Carrer de Londres, 55;;41391087;2147544;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 4 - Bilbao-Llull;Carrer de Bilbao, 24;;4140247;2204062;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 55 -  CalÃ bria-ValÃ¨ncia;Carrer de CalÃ bria, 182;;41383045;2150615;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 13 - GarcÃ­a FÃ ria;Pg. de Garcia FÃ ria, 71;;41404358;2214861;2;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 52 - Tarradelles-EntenÃ§a;Av. de Josep Tarradellas, 64;;41385727;214285;1;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 51 - Mercat Santa Caterina;Av. de Francesc Cambó, 10;;41385654;2177128;3;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 38 - Tanatori Les Corts;Av. de Joan XXIII, 23 - 25;;41384186;2122279;2;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 50 - PlaÃ§a dels Ã€ngels;Carrer dels Ã€ngels, 1;;41381912;2168545;3;CEE 7/4 - Schuko - Type F;16;;
LIVE Barcelona;Public - Membership Required;B:SM 48 - PlaÃ§a Raquel Meyer - ParalÂ·lel;Carrer de l'Abat Safont, 2;;4137532;2169709;1;CEE 7/4 - Schuko - Type F;16;;
;Public - Notice Required;Parking Mondragones;Calle Rivera del Beiro S/N;;3.7191E+13;-3.60996E+14;2;Mennekes (Type 2);32;;7.6
(Unknown Operator);Private - For Staff, Visitors or Customers;Punto de recarga Catalonia Reina Victoria Wellness & Spa;Calle Jerez, 25. 29400 Ronda, Málaga, EspaÃ±a;;367462755;-5.16843E+14;1;;;;
(Unknown Operator);Public - Notice Required;Recharge Point Hotel Santos Las Arenas (22kW);Calle Eugenia ViÃ±es 22-24;;3.9466E+14;-3.24142E+14;1;Mennekes (Type 2);32;400;22
(Unknown Operator);(Unknown);Vanauto;Ctra. de Su Eminencia, 1 A;;373659635;-5.95526E+15;1;CHAdeMO;;;
(Unknown Operator);Public;Alicante;Calle poeta zorrilla 15-17 3i;;38359047;-4.8209E+16;1;;;;
(Unknown Operator);Public;IKEA Valladolid;Arroyo De La Encomienda;;416219381;-4.79773E+15;30;Unknown;;;
